id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
314,F,1.4,1.0875,0.3875,25.69882175,11.04213025,6.25106475,7.7961125,9.0
315,M,1.025,0.8,0.3125,12.6155275,4.6776675,2.79242575,3.5436875,6.0
316,F,1.5125,1.175,0.425,30.730858,11.736693,7.824462,8.6465975,11.0
317,I,0.9875,0.7375,0.25,7.72523875,3.2601925,1.74349425,2.551455,7.0
318,F,1.3875,1.0875,0.375,25.1460065,8.43397625,4.46504625,9.2135875,14.0
319,I,1.2375,0.95,0.3375,14.004653,5.28718175,2.9199985,4.3941725,9.0
320,F,1.3125,1.025,0.3125,22.5378525,8.334753,4.86193925,6.6621325,12.0
321,I,1.425,1.0375,0.375,24.84833675,10.47514025,5.3013565,7.37087,10.0
322,F,1.5375,1.2125,0.4375,35.19590425,9.63883,7.540967,10.61688775,25.0
323,I,0.875,0.625,0.2125,5.88252125,2.721552,1.17650425,1.70097,6.0
324,M,1.5125,1.225,0.4,31.808139,10.9712565,6.56290925,10.9145575,14.0
325,F,1.575,1.2125,0.4,32.1199835,14.92601175,7.83863675,8.9300925,12.0
326,F,1.6,1.2625,0.45,43.431434,18.32795175,10.36174225,11.623295,10.0
327,M,1.4,1.125,0.4625,27.1304715,9.25611175,6.2652395,8.3631025,12.0
328,F,1.4375,1.1,0.4125,24.36639525,11.38232425,4.86193925,6.80388,9.0
329,M,1.3125,0.9875,0.3,14.30232275,5.443104,2.96252275,4.53592,8.0
330,M,1.5,1.1875,0.375,32.10580875,12.3320325,6.520385,11.056305,15.0
331,M,1.525,1.2,0.4125,38.08755325,18.0586315,8.40562675,9.355335,11.0
332,M,1.1,0.8375,0.3,12.43125575,5.82582225,2.87747425,3.8271825,8.0
333,F,1.4375,1.125,0.425,25.3728025,11.7650425,5.0178615,7.087375,9.0
334,I,1.25,0.95,0.2875,16.88212725,7.83863675,3.10427025,4.819415,9.0
335,M,1.6,1.3125,0.475,43.21881275,18.9091165,10.9712565,11.623295,10.0
336,M,1.375,1.0375,0.3125,22.1976585,8.334753,5.0178615,5.79747275,9.0
337,I,1.1,0.875,0.3,12.74310025,5.65572525,2.70737725,3.6570855,7.0
338,M,1.5,1.1625,0.3625,29.48348,14.64251675,5.2446575,7.087375,11.0
339,F,1.5,1.2375,0.4375,35.98969025,16.499409,7.64019025,10.44679075,10.0
340,M,1.8,1.4125,0.4875,60.384435,30.09299425,13.891255,14.21727425,18.0
341,M,1.3375,1.05,0.375,24.79163775,10.47514025,5.54232725,7.7961125,10.0
342,I,0.925,0.6875,0.2125,6.42116175,2.65067825,1.28990225,1.984465,6.0
343,F,1.5125,1.1875,0.4,26.308336,11.94931425,6.973977,7.93786,9.0
344,F,1.45,1.1625,0.4,31.18445,15.5071765,6.5487345,7.654365,9.0
345,I,0.625,0.4625,0.15,2.36718325,1.03475675,0.510291,0.7654365,5.0
346,I,0.9625,0.75,0.225,7.10154975,3.3735905,1.7293195,2.05533875,6.0
347,M,1.3625,1.0625,0.35,24.38057,12.1619355,4.35164825,6.0384435,9.0
348,I,0.95,0.675,0.2125,6.27941425,2.42388225,0.97805775,1.984465,6.0
349,F,1.225,0.9875,0.3125,16.76872925,6.293589,3.72795925,5.2446575,9.0
350,F,1.625,1.2875,0.4125,33.6508565,14.44407025,6.633783,10.0640725,15.0
351,I,1.3125,1.0125,0.3625,20.93610575,9.468733,4.46504625,6.39281225,8.0
352,F,1.775,1.4,0.4125,43.318036,17.463292,10.2341695,13.891255,12.0
353,M,1.2625,0.9875,0.3375,15.66309875,5.65572525,3.72795925,4.6776675,10.0
354,F,1.6125,1.25,0.425,36.38658325,16.4710595,7.98038425,10.4042665,10.0
355,F,1.525,1.175,0.375,26.3933845,10.77281,6.08096775,8.221355,12.0
356,M,1.275,1.0125,0.325,16.40018575,7.86698625,3.81300775,4.3941725,8.0
357,M,1.3125,1.025,0.375,22.736299,7.3992195,5.25883225,6.27941425,10.0
358,M,1.5,1.225,0.375,34.9549335,18.32795175,8.221355,8.50485,9.0
359,I,1.0375,0.8125,0.325,10.02154825,4.9611625,1.8427175,3.3735905,6.0
360,M,1.3,1.025,0.3375,18.5689225,8.561549,4.01145425,5.6699,9.0
361,I,0.9625,0.725,0.225,8.60407325,3.8271825,1.60174675,2.551455,7.0
362,F,1.5125,1.2,0.3875,35.76289425,14.64251675,8.57572375,9.2135875,11.0
363,I,0.875,0.6625,0.225,5.91087075,2.19708625,0.86465975,1.8427175,7.0
364,I,1.3125,1.0,0.2875,16.782904,6.98815175,4.2807745,4.195726,8.0
365,M,1.5375,1.275,0.4125,33.622507,15.43630275,7.10154975,9.922325,10.0
366,M,1.125,0.9375,0.2875,14.5999925,5.54232725,2.14038725,4.9611625,7.0
367,F,1.275,1.0125,0.3125,20.0430965,9.979024,4.77689075,4.1106775,10.0
368,M,1.5375,1.175,0.3875,31.62386725,14.10387625,6.59125875,8.9300925,12.0
369,M,1.3625,1.0625,0.35,28.066005,8.77417025,6.19436575,7.32834575,12.0
370,F,1.475,1.1,0.3625,25.27357925,12.40290625,5.51397775,7.654365,9.0
371,M,1.5125,1.1625,0.375,32.16250775,13.947954,7.3425205,8.9300925,10.0
372,M,1.4375,1.1625,0.4625,28.67551925,12.00601325,6.36446275,9.4970825,9.0
373,M,1.75,1.4125,0.45,43.410852,18.4555245,10.13494625,10.5176645,10.0
374,F,1.55,1.275,0.4375,35.33765175,14.84096325,6.5487345,14.74174,21.0
375,I,1.1375,0.8625,0.3,12.47378,5.71242425,2.2963095,3.5436875,7.0
376,M,1.6375,1.3625,0.475,42.48172575,16.726205,9.39785925,11.623295,11.0
377,M,1.4625,1.1625,0.4125,29.3417325,10.5743635,7.0023265,7.087375,12.0
378,F,1.225,0.9625,0.3625,15.2236815,5.9817445,4.025629,5.386405,14.0
379,I,1.0,0.7875,0.225,10.02154825,4.4508715,2.11203775,2.83495,6.0
380,F,1.7,1.3375,0.475,49.8100715,20.751834,10.77281,11.32562525,12.0
381,M,1.625,1.275,0.4375,38.782116,15.1102835,9.3836845,13.60776,13.0
382,M,1.375,1.1625,0.375,21.70154225,9.96484925,4.9044635,6.23689,12.0
383,M,1.625,1.3125,0.525,41.48949325,18.75319425,8.77417025,12.757275,15.0
384,M,1.0125,0.7625,0.225,8.0229085,3.912231,1.7293195,2.4097075,7.0
385,F,1.5625,1.225,0.4125,31.6096925,15.35125425,6.42116175,8.9300925,12.0
386,I,0.8875,0.65,0.225,6.30776375,2.664853,1.2190285,2.551455,9.0
387,I,1.0,0.75,0.225,8.107957,3.40194,1.6726205,2.26796,7.0
388,M,1.425,1.125,0.3875,28.803092,11.623295,5.726599,8.3631025,11.0
389,M,1.5875,1.25,0.375,35.98969025,17.1514475,7.04485075,8.788345,9.0
390,I,0.525,0.375,0.125,1.09145575,0.43941725,0.226796,0.283495,6.0
391,I,1.1,0.85,0.25,10.41844125,4.52174525,2.0695135,3.40194,7.0
392,F,1.4625,1.125,0.375,31.18445,13.664459,6.27941425,9.922325,10.0
393,I,1.3625,1.075,0.3375,22.01338675,13.4660125,4.592619,5.6699,9.0
394,I,1.25,0.9375,0.3125,16.54193325,8.12213175,3.10427025,4.252425,9.0
395,I,0.725,0.5625,0.125,3.96893,1.5025235,0.72291225,1.2757275,6.0
396,M,1.5125,1.1875,0.4,28.64716975,11.49572225,6.293589,9.2135875,12.0
397,M,1.25,0.9875,0.3125,18.86659225,8.43397625,3.6003865,5.6699,9.0
398,I,0.95,0.725,0.2125,7.9095105,3.2601925,1.3891255,2.4097075,9.0
399,I,0.5,0.3625,0.0875,0.86465975,0.3118445,0.21262125,0.283495,4.0
400,I,0.6875,0.5,0.1625,3.92640575,1.74349425,0.52446575,1.0489315,6.0
401,F,1.7625,1.3125,0.5,40.44056175,18.75319425,11.169703,13.60776,10.0
402,I,1.45,1.1375,0.375,24.777463,10.16329575,5.8683465,6.23689,8.0
403,I,1.45,1.125,0.3625,23.3316385,10.149121,4.57844425,6.6621325,14.0
404,M,1.4,1.1,0.3625,25.2594045,12.303683,5.71242425,6.6621325,9.0
405,F,1.6375,1.3125,0.4375,36.78347625,17.22232125,8.901743,11.1980525,10.0
406,F,1.3,1.025,0.375,21.0069795,9.525432,4.2807745,5.2446575,8.0
407,I,0.6875,0.5,0.1625,3.86970675,1.77184375,1.11980525,0.9922325,7.0
408,F,1.4125,1.1,0.375,24.79163775,11.97766375,5.046211,6.80388,8.0
409,F,1.275,1.0,0.3,16.31513725,6.64795775,3.96893,5.5281525,10.0
410,M,1.375,1.1125,0.4,24.9192105,10.602713,5.17378375,6.87475375,9.0
411,M,1.4375,1.1875,0.4,27.82503425,12.47378,5.59902625,8.0796075,9.0
412,F,1.4375,1.125,0.425,24.153774,12.71475075,5.4714535,6.9456275,9.0
413,M,1.5625,1.2625,0.425,37.15201975,16.44271,7.47009325,10.489315,12.0
414,M,1.55,1.2,0.375,30.94347925,13.05494475,6.633783,7.5126175,10.0
415,F,1.375,1.0625,0.3375,27.5840635,13.99047825,5.556502,7.030676,8.0
416,I,0.9125,0.675,0.2125,5.8116475,2.211261,1.11980525,1.984465,13.0
417,M,1.525,1.225,0.3625,28.5479465,14.16057525,6.917278,7.72523875,11.0
418,M,1.55,1.2,0.3875,35.777069,14.67086625,7.55514175,9.922325,10.0
419,M,1.575,1.2125,0.4125,35.777069,15.1669825,7.427569,9.4970825,13.0
420,F,1.4375,1.125,0.4,31.53881875,16.51358375,7.1724235,7.37087,10.0
421,M,1.6125,1.2,0.4625,31.2694985,14.44407025,7.29999625,8.788345,9.0
422,M,1.4375,1.2,0.4375,30.560761,13.834556,5.93922025,9.922325,14.0
423,F,1.2875,0.9875,0.275,18.24290325,8.4198015,3.10427025,4.819415,9.0
424,I,0.7375,0.55,0.225,3.72795925,1.3891255,0.75126175,1.1623295,5.0
425,I,1.15,0.85,0.275,11.8217415,5.4147545,2.14038725,3.33106625,7.0
426,M,1.45,1.1125,0.375,26.2232875,11.01378075,4.9044635,7.7961125,12.0
427,M,1.6875,1.3,0.5,51.2275465,23.85610425,10.4609655,11.623295,10.0
428,I,0.7,0.5,0.1625,2.59397925,1.1056305,0.5953395,0.850485,5.0
429,I,1.525,1.175,0.325,26.12406425,11.8784405,6.80388,7.2291225,11.0
430,I,0.975,0.75,0.25,7.55514175,3.04757125,1.7860185,2.16873675,5.0
431,M,1.425,1.15,0.35,26.3366855,10.77281,5.6699,7.2291225,16.0
432,F,1.45,1.15,0.3875,29.8520235,12.51630425,6.23689,9.4970825,15.0
433,I,1.05,0.8,0.25,8.107957,3.69960975,1.68679525,2.9766975,8.0
434,I,0.925,0.6875,0.2375,6.1518415,2.2963095,1.23320325,1.984465,6.0
435,I,0.9625,0.75,0.2375,8.8733935,4.03980375,1.77184375,2.26796,7.0
436,I,1.575,1.2125,0.4125,37.0527965,17.123098,8.43397625,8.9300925,9.0
437,M,0.925,0.725,0.25,7.144074,3.01922175,1.247378,2.1262125,12.0
438,I,1.3375,1.05,0.375,22.4244545,9.90815025,5.71242425,6.0384435,11.0
439,M,1.375,1.0625,0.3875,26.12406425,12.190285,5.953395,5.386405,9.0
440,I,0.3625,0.2375,0.1125,0.5953395,0.18427175,0.09922325,0.1417475,4.0
441,F,1.625,1.3125,0.425,37.1094955,16.6411565,8.68912175,9.6104805,11.0
442,I,1.1875,0.9375,0.3,13.53688625,5.37223025,2.31048425,4.819415,8.0
443,M,1.425,1.1125,0.3375,24.73493875,10.432616,4.86193925,6.0951425,9.0
444,F,1.5,1.275,0.4125,31.1561005,13.70698325,7.4559185,9.2135875,14.0
445,M,1.375,1.075,0.3375,22.75047375,9.922325,5.5848515,6.27941425,9.0
446,I,1.4,1.025,0.3625,25.51455,11.3681495,5.216308,7.2291225,10.0
447,F,1.2375,1.0,0.3875,19.15008725,8.09378225,3.72795925,5.953395,12.0
448,I,1.125,0.9125,0.3,13.53688625,6.5487345,2.551455,4.252425,8.0
449,M,1.3625,1.0625,0.375,26.308336,10.56018875,6.8889285,8.06543275,11.0
450,F,1.6,1.2625,0.475,37.52056325,17.519991,7.24329725,10.0640725,10.0
451,M,1.375,1.0875,0.3625,24.437269,10.02154825,4.989512,7.37087,10.0
452,F,1.5,1.175,0.375,32.16250775,11.8784405,7.4559185,8.77417025,15.0
453,M,1.425,1.075,0.375,23.40251225,11.8784405,5.1879585,5.613201,9.0
454,I,1.125,0.8875,0.325,13.53688625,6.02426875,2.5231055,3.21766825,7.0
455,F,1.7,1.4125,0.5125,51.5110415,23.530085,11.90679,13.60776,10.0
456,F,1.425,1.15,0.4,24.153774,8.3631025,4.9044635,7.654365,16.0
457,F,1.4375,1.125,0.3625,28.462898,15.03940975,5.71242425,6.520385,9.0
458,F,1.75,1.3375,0.45,50.745605,23.91280325,10.0073735,13.7495075,11.0
459,F,1.5875,1.2125,0.4375,35.42270025,16.51358375,8.60407325,9.4970825,15.0
460,M,0.75,0.5625,0.1875,3.67126025,1.247378,0.94970825,1.247378,13.0
461,F,1.3125,1.0,0.35,19.901349,9.19941275,4.15320175,6.3786375,8.0
462,I,0.8625,0.675,0.225,5.0745605,1.984465,1.14815475,1.20485375,6.0
463,I,1.3125,0.975,0.3,16.5844575,6.520385,3.50116325,5.6699,8.0
464,M,1.35,1.05,0.3375,17.95940825,7.41339425,3.628736,6.3786375,9.0
465,F,1.175,0.9375,0.3125,13.48018725,5.76912325,2.65067825,4.195726,9.0
466,F,1.6,1.2375,0.3875,34.9549335,13.6928085,7.824462,10.0640725,10.0
467,I,1.025,0.8125,0.25,9.63883,4.66349275,2.25378525,2.9766975,6.0
468,F,1.5375,1.1375,0.4125,36.95357325,16.96717575,7.01650125,10.6310625,14.0
469,F,1.5875,1.275,0.4375,41.80133775,17.1514475,8.83086925,10.56018875,11.0
470,F,1.6125,1.275,0.4875,38.6403685,16.54193325,7.257472,13.324265,14.0
471,F,1.4625,1.1625,0.375,29.72445075,13.154168,6.25106475,8.9300925,11.0
472,M,0.85,0.625,0.2125,5.273007,2.721552,1.0489315,1.8427175,8.0
473,M,1.225,0.9625,0.35,18.92329125,8.37727725,3.7137845,5.5281525,8.0
474,M,1.375,1.075,0.3625,21.9708625,8.29222875,5.386405,7.37087,9.0
475,F,1.5,1.1875,0.3625,28.05183025,13.13999325,5.216308,7.654365,13.0
476,F,1.4875,1.175,0.3625,32.601925,16.3009625,5.8683465,8.788345,10.0
477,M,1.5125,1.125,0.425,37.42134,17.1514475,6.36446275,11.1980525,21.0
478,F,1.5125,1.2,0.375,31.6096925,13.947954,7.38504475,9.355335,12.0
479,I,0.9625,0.725,0.225,7.2858215,3.35941575,1.5592225,2.551455,8.0
480,I,0.9375,0.6875,0.25,6.293589,2.7499015,1.28990225,1.7293195,6.0
481,M,1.6125,1.2875,0.4,36.61337925,16.612807,8.63242275,10.489315,14.0
482,M,1.7,1.4,0.525,50.53298375,17.4349425,10.13494625,15.025235,14.0
483,F,1.2125,0.95,0.3125,16.48523425,5.85417175,3.58621175,5.6699,13.0
484,I,0.675,0.4875,0.175,3.04757125,1.70097,0.69456275,0.9922325,5.0
485,F,1.45,1.15,0.375,25.78387025,10.77281,5.896696,7.7961125,10.0
486,F,1.35,1.025,0.375,21.1203775,8.7032965,5.3580555,7.2291225,8.0
487,F,1.425,1.1,0.35,24.73493875,11.94931425,5.8683465,6.87475375,9.0
488,F,1.475,1.2375,0.4125,35.02580725,14.3731965,5.8116475,9.355335,12.0
489,I,1.025,0.775,0.225,10.56018875,4.422522,1.88524175,2.9766975,7.0
490,I,1.25,0.9625,0.325,18.030282,7.01650125,3.27436725,4.819415,10.0
491,I,1.2125,0.95,0.325,15.66309875,6.7755305,3.8838815,4.3941725,9.0
492,M,1.0125,0.7625,0.2,8.8166945,3.92640575,1.68679525,2.4097075,7.0
493,M,0.75,0.5875,0.225,3.81300775,1.60174675,0.80796075,1.190679,6.0
494,F,1.425,1.15,0.375,27.9242575,12.47378,5.00368675,8.221355,11.0
495,F,1.1875,0.975,0.3,16.76872925,6.860579,4.86193925,5.2446575,10.0
496,F,1.025,0.8125,0.25,10.73028575,4.0539785,2.11203775,2.83495,13.0
497,M,1.1875,0.9375,0.3,15.37960375,6.47786075,3.6003865,4.3941725,8.0
498,M,1.7875,1.375,0.4875,50.7739545,24.7491135,9.241937,12.246984,10.0
499,I,1.4125,1.1,0.4,24.9192105,10.6310625,5.62737575,8.50485,15.0
500,I,0.7375,0.55,0.1875,3.86970675,1.871067,0.793786,0.9922325,7.0
501,I,0.525,0.375,0.1375,1.1623295,0.35436875,0.18427175,0.29766975,4.0
502,F,1.6125,1.25,0.4375,36.570855,17.860185,8.34892775,9.4970825,9.0
503,F,1.4125,1.1,0.3875,26.80445225,12.34620725,4.57844425,7.654365,9.0
504,I,1.15,0.875,0.2875,13.39513875,5.443104,2.948348,3.685435,8.0
505,F,1.4875,1.2,0.4375,31.79396425,13.05494475,7.75358825,10.0640725,10.0
506,I,1.275,0.975,0.3125,19.17843675,9.25611175,3.50116325,5.2446575,10.0
507,I,1.35,1.0625,0.3375,21.659018,8.34892775,4.40834725,7.5126175,10.0
508,F,1.45,1.125,0.475,31.1561005,10.149121,7.15824875,9.7805775,13.0
509,F,1.5125,1.2125,0.4375,36.81182575,14.911837,8.5898985,10.0073735,11.0
510,I,1.15,0.875,0.2625,12.85649825,5.499803,2.70737725,3.685435,8.0
511,M,1.3,1.0125,0.3,21.64484325,9.8372765,5.386405,7.37087,12.0
512,M,1.4875,1.0625,0.3625,24.9192105,11.169703,6.2085405,6.9456275,9.0
513,F,0.9,0.675,0.1875,5.59902625,2.551455,1.45999925,1.984465,7.0
514,I,0.9375,0.7,0.225,7.93786,3.44446425,1.63009625,2.1262125,7.0
515,I,0.925,0.6875,0.275,6.56290925,2.721552,1.247378,2.1262125,6.0
516,I,1.25,0.9875,0.3625,17.2648455,8.68912175,3.86970675,5.046211,8.0
517,M,1.4875,1.15,0.375,27.8675585,12.06271225,6.350288,7.5126175,10.0
518,M,1.725,1.3625,0.4625,58.75433875,28.33532525,11.8784405,14.118051,11.0
519,F,1.4375,1.125,0.3875,27.08794725,11.77921725,6.13766675,7.5126175,13.0
520,M,1.5125,1.175,0.4125,33.8776525,13.99047825,6.577084,10.0640725,10.0
521,M,1.725,1.2625,0.4,42.354153,20.65261075,9.2702865,10.5176645,12.0
522,I,1.15,0.85,0.25,13.45183775,6.8889285,2.65067825,3.2601925,7.0
523,F,1.6125,1.3,0.4375,36.173962,14.968536,8.391452,11.32562525,12.0
524,M,1.3125,0.9875,0.3125,16.44271,7.3992195,3.2601925,5.5281525,9.0
525,I,0.9375,0.725,0.2375,7.18659825,2.50893075,1.63009625,2.83495,6.0
526,I,0.975,0.725,0.2375,7.55514175,3.55786225,1.48834875,2.2963095,7.0
527,F,1.3375,1.0,0.3375,22.92057075,9.48290775,5.896696,6.23689,10.0
528,I,0.9875,0.7375,0.25,8.15048125,3.44446425,1.7293195,2.36718325,7.0
529,I,0.9375,0.7,0.275,8.63242275,3.95475525,1.757669,2.664853,9.0
530,M,1.425,1.0875,0.4125,30.0221205,12.417081,6.3786375,8.788345,10.0
531,I,1.1875,0.9125,0.3,14.50076925,6.0951425,2.721552,4.819415,7.0
532,M,1.6,1.2625,0.4375,37.591437,14.7133905,8.0229085,10.0640725,13.0
533,F,1.6,1.2125,0.4125,37.591437,18.27125275,7.75358825,9.4970825,11.0
534,F,1.475,1.1625,0.425,31.5529935,14.67086625,6.13766675,8.788345,9.0
535,M,1.4625,1.1625,0.3875,29.9654215,12.37455675,6.95980225,8.0796075,15.0
536,I,0.975,0.7375,0.25,7.9662095,3.33106625,1.77184375,2.551455,6.0
537,F,1.8125,1.4125,0.4875,60.2426875,32.47435225,12.3887315,13.0691195,10.0
538,I,1.4375,1.1375,0.35,25.51455,10.90038275,4.6776675,7.087375,11.0
539,I,1.3,0.9875,0.3,13.416293,5.0178615,3.67126025,3.8271825,8.0
540,M,1.45,1.0875,0.3875,22.66542525,9.8372765,4.80524025,7.087375,8.0
541,I,1.325,1.0375,0.325,22.8780465,11.77921725,4.422522,5.10291,8.0
542,I,0.875,0.6625,0.225,5.5848515,2.25378525,1.03475675,1.70097,7.0
543,I,1.075,0.8375,0.2625,10.41844125,4.876114,2.6365035,3.40194,8.0
544,M,1.0875,0.8125,0.2125,12.587178,5.8683465,2.9199985,3.2601925,6.0
545,M,1.3375,1.075,0.4125,24.4656185,7.47009325,4.7910655,8.9300925,18.0
546,F,1.7625,1.4375,0.55,58.6551155,17.6050395,11.963489,18.71067,20.0
547,F,1.5,1.1625,0.375,29.3417325,12.11941125,5.74077375,9.63883,10.0
548,I,1.125,0.8375,0.25,13.45183775,6.406987,2.4664065,3.5436875,8.0
549,F,1.5625,1.2875,0.425,38.00250475,17.4349425,9.36950975,9.36950975,10.0
550,I,1.0875,0.8375,0.3,11.509897,5.2446575,2.2963095,3.2601925,7.0
551,I,1.0625,0.85,0.25,11.396499,5.14543425,2.11203775,3.118445,7.0
552,F,1.5125,1.1375,0.375,25.060958,11.07047975,5.6415505,7.93786,8.0
553,F,1.5,1.225,0.375,31.581343,14.92601175,6.87475375,8.788345,10.0
554,F,1.35,1.0125,0.4,27.0170735,8.164656,7.04485075,11.056305,14.0
555,I,0.9,0.675,0.25,6.293589,2.7499015,1.0489315,1.8427175,8.0
556,I,1.075,0.8125,0.25,10.262519,4.706017,2.5231055,2.83495,7.0
557,M,1.5,1.1875,0.4,32.8570705,14.10387625,6.73300625,8.50485,12.0
558,F,1.5875,1.275,0.4125,33.0271675,14.33067225,8.40562675,8.51902475,12.0
559,F,1.4375,1.1,0.4,29.80949925,13.99047825,6.95980225,7.93786,9.0
560,F,0.95,0.7,0.2375,7.49844275,3.55786225,1.28990225,2.1262125,12.0
561,I,1.2125,0.8875,0.3,16.386011,8.03708325,3.30271675,3.8271825,7.0
562,F,1.3125,1.0625,0.35,23.09066775,8.57572375,4.89028875,8.391452,12.0
563,M,1.5,1.1625,0.3875,29.5118295,12.82814875,6.917278,7.654365,9.0
564,F,1.1875,0.9375,0.2875,12.7289255,5.953395,2.62232875,4.3941725,8.0
565,F,1.5625,1.2875,0.4125,38.71124225,20.2131935,8.60407325,11.056305,14.0
566,F,1.75,1.4125,0.525,46.62075275,16.4710595,9.53960675,20.5533875,16.0
567,F,1.625,1.3,0.4625,38.88133925,15.35125425,8.901743,12.2186345,11.0
568,M,1.4125,1.075,0.3625,22.75047375,7.7961125,5.03203625,7.5126175,15.0
569,M,1.35,1.05,0.375,19.17843675,7.767763,4.60679375,6.0951425,11.0
570,F,1.4875,1.1375,0.425,30.1922175,11.0846545,6.87475375,8.0796075,15.0
571,I,0.9875,0.725,0.2375,8.674947,3.061746,1.9561155,2.324659,6.0
572,I,1.125,0.825,0.3,10.44679075,4.29494925,1.7293195,3.33106625,7.0
573,F,1.5875,1.25,0.4375,39.972795,17.42076775,9.808927,10.716111,13.0
574,I,1.325,1.0625,0.325,24.73493875,10.90038275,5.2446575,7.1724235,9.0
575,F,1.1125,0.875,0.275,13.2959155,5.62737575,3.2601925,4.1106775,13.0
576,F,1.5375,1.175,0.45,24.99008425,12.09106175,5.54232725,6.747181,8.0
577,I,0.7375,0.5375,0.1875,3.96893,1.417475,0.63786375,1.13398,6.0
578,M,1.5625,1.2625,0.375,36.570855,16.839603,6.95980225,9.1568885,9.0
579,I,0.5125,0.3625,0.1,0.86465975,0.3118445,0.21262125,0.3118445,4.0
580,F,1.4875,1.25,0.4125,34.20367175,14.04717725,9.05766525,8.6465975,11.0
581,F,1.4625,1.1375,0.4625,29.97959625,11.01378075,5.3013565,8.788345,17.0
582,F,1.6125,1.275,0.5125,40.44056175,16.44271,8.7599955,12.6155275,12.0
583,F,1.5625,1.225,0.3875,32.72949775,16.62698175,6.13766675,7.01650125,11.0
584,F,1.575,1.1625,0.375,29.97959625,14.35902175,6.08096775,7.37087,11.0
585,I,0.9,0.7125,0.225,6.917278,2.70737725,1.757669,2.1262125,8.0
586,M,1.5375,1.175,0.375,33.46658475,18.6823205,6.7755305,8.0796075,10.0
587,F,1.0875,0.8375,0.2625,12.47378,5.443104,3.01922175,3.8271825,8.0
588,I,1.2,0.8875,0.3,14.07552675,6.16601625,2.8632995,4.3941725,8.0
589,F,1.475,1.1125,0.4125,27.71163625,12.417081,6.3219385,7.5126175,11.0
590,M,1.1875,0.9125,0.2875,12.984071,4.86193925,2.50893075,4.1106775,9.0
591,I,1.125,0.8375,0.25,12.3320325,6.50621025,2.50893075,3.2601925,7.0
592,F,1.5875,1.2375,0.475,36.55668025,13.5227115,8.0229085,11.056305,16.0
593,F,1.5625,1.1875,0.45,35.3518265,13.60776,6.2652395,10.3475675,21.0
594,I,1.175,0.875,0.3125,14.72756525,5.443104,2.96252275,4.9611625,9.0
595,F,1.175,0.9,0.2875,14.5999925,6.633783,3.07592075,4.53592,8.0
596,I,1.1,0.8375,0.3,12.74310025,5.06038575,2.438057,3.2601925,8.0
597,F,1.425,1.1,0.3875,30.957654,13.70698325,6.10931725,7.654365,10.0
598,M,1.425,1.125,0.4125,28.5479465,10.47514025,5.68407475,11.509897,19.0
599,M,1.475,1.15,0.3625,27.612413,12.6722265,6.350288,7.654365,9.0
600,M,1.525,1.175,0.375,29.5118295,13.11164375,6.3786375,7.654365,9.0
601,I,1.3,1.05,0.375,21.1203775,8.12213175,4.3374735,8.0796075,9.0
602,F,1.5875,1.2625,0.4,35.19590425,15.43630275,8.60407325,9.922325,10.0
603,I,1.2875,0.95,0.3375,15.66309875,7.92368525,3.67126025,4.9611625,8.0
604,I,1.1875,0.9125,0.2875,12.417081,4.80524025,2.50893075,4.1106775,9.0
605,F,1.6125,1.3125,0.45,32.0065855,11.736693,8.50485,12.3320325,15.0
606,F,1.475,1.1375,0.45,32.16250775,12.85649825,7.654365,7.654365,13.0
607,F,1.1375,0.8875,0.2625,12.5021295,4.7343665,2.05533875,4.1106775,9.0
608,I,1.0375,0.775,0.225,8.71747125,4.53592,1.85689225,2.4097075,6.0
609,F,1.675,1.3125,0.475,41.39027,18.6256215,8.391452,10.3475675,10.0
610,I,1.175,0.9125,0.2875,14.0330025,6.4920355,3.40194,3.84135725,8.0
611,F,1.3,1.0375,0.325,21.432222,7.7961125,4.762716,7.7961125,18.0
612,F,1.2125,0.9125,0.3125,15.3937785,6.53455975,3.288542,4.6776675,8.0
613,I,1.1875,0.875,0.3125,14.13222575,5.74077375,3.92640575,4.1106775,9.0
614,M,1.5,1.175,0.375,26.64853,13.99047825,6.22271525,6.27941425,8.0
615,I,1.375,1.0625,0.3625,23.586784,12.34620725,4.6209685,5.8116475,9.0
616,M,1.325,1.025,0.375,21.50309575,7.66853975,4.60679375,6.0951425,19.0
617,M,1.575,1.2875,0.3875,27.73998575,10.035723,6.13766675,9.07184,11.0
618,I,1.4,1.0625,0.3375,21.8574645,11.58077075,4.025629,5.953395,8.0
619,I,1.375,1.1,0.35,24.437269,11.52407175,4.15320175,6.76135575,9.0
620,I,0.9375,0.725,0.225,8.40562675,3.912231,1.7293195,2.4097075,7.0
621,M,1.675,1.2625,0.425,36.7693015,16.82542825,8.3631025,10.61688775,11.0
622,M,0.825,0.625,0.225,5.25883225,2.11203775,1.17650425,1.70097,6.0
623,I,1.025,0.775,0.25,8.5331995,3.2601925,1.88524175,2.4097075,8.0
624,M,1.175,0.9375,0.35,16.386011,6.7188315,3.7704835,4.1106775,8.0
625,M,1.6125,1.25,0.4375,36.85435,16.612807,7.27164675,10.489315,12.0
626,M,1.45,1.1625,0.3875,30.03629525,10.39009175,6.5487345,9.355335,15.0
627,M,1.5375,1.2375,0.4375,36.61337925,16.5277585,8.3064035,10.77281,12.0
